id,name,type,attribute,race,level,attack_points,defense_points,cost,rarity,description,image
137,Mystery Hand,Normal Monster,DARK,Fiend,2,500,500,2,Common,''This monster twists reality and reaches between dimensions to attack its enemies.'',https://images.ygoprodeck.com/images/cards/62793020.jpg
138,Dragon Statue,Normal Monster,EARTH,Warrior,3,1100,900,3,Common,''A stone warrior with the heart of a dragon.'',https://images.ygoprodeck.com/images/cards/9197735.jpg
139,Blue-Eyed Silver Zombie,Normal Monster,DARK,Zombie,3,900,700,3,Common,The beams from the eyes of this creature are said to turn enemies into zombies.,https://images.ygoprodeck.com/images/cards/35282433.jpg
140,Toad Master,Normal Monster,WATER,Aqua,3,1000,1000,3,Common,"''A hermit frog that has been in existence for thousands of years, it attacks with tadpoles.''",https://images.ygoprodeck.com/images/cards/62671448.jpg
141,Spiked Snail,Normal Monster,DARK,Insect,3,700,1300,3,Common,"''A very fast, bipedal snail with a pair of lethal arms.''",https://images.ygoprodeck.com/images/cards/98075147.jpg
142,Flame Manipulator,Normal Monster,FIRE,Spellcaster,3,900,1000,3,Common,"This Spellcaster attacks enemies with fire-related spells such as ""Sea of Flames"" and ""Wall of Fire"".",https://images.ygoprodeck.com/images/cards/34460851.jpg
143,Necrolancer the Timelord,Normal Monster,DARK,Spellcaster,3,800,900,3,Common,The one-eyed Necrolancer launches his onslaught from a dimensional ring that can appear out of thin air.,https://images.ygoprodeck.com/images/cards/61454890.jpg
144,Djinn the Watcher of the Wind,Normal Monster,WIND,Spellcaster,3,700,900,3,Common,''This creature generates gale-force winds and tornadoes to blow its enemies away.'',https://images.ygoprodeck.com/images/cards/97843505.jpg
145,The Bewitching Phantom Thief,Normal Monster,DARK,Spellcaster,2,700,700,2,Common,''An elegant thief with a black cloak that charms its enemies.'',https://images.ygoprodeck.com/images/cards/24348204.jpg
146,Temple of Skulls,Normal Monster,DARK,Zombie,4,900,1300,4,Common,A mysterious temple of skulls and bones that pulls in unsuspecting enemies.,https://images.ygoprodeck.com/images/cards/732302.jpg
147,Monster Egg,Normal Monster,EARTH,Warrior,3,600,900,3,Common,A warrior hidden within an egg that attacks enemies by flinging eggshells.,https://images.ygoprodeck.com/images/cards/36121917.jpg
148,The Shadow Who Controls the Dark,Normal Monster,DARK,Fiend,3,800,700,3,Common,"A shadow that dwells in the dark, paralyzing its opponents and rendering them harmless.",https://images.ygoprodeck.com/images/cards/63125616.jpg
149,Lord of the Lamp,Normal Monster,DARK,Fiend,4,1400,1200,4,Common,This spirit emerges from the mystic lamp and obeys the wishes of its summoner.,https://images.ygoprodeck.com/images/cards/99510761.jpg
150,Akihiron,Normal Monster,WATER,Aqua,5,1700,1400,5,Common,"''This strange creature hides in the deep, dark corners of the seven seas.''",https://images.ygoprodeck.com/images/cards/36904469.jpg
151,Rhaimundos of the Red Sword,Normal Monster,EARTH,Warrior,4,1200,1300,4,Common,"Armed with the Sword of Crimson Flames, this warrior can bind a monster with fiery restraints.",https://images.ygoprodeck.com/images/cards/62403074.jpg
152,The Melting Red Shadow,Normal Monster,WATER,Aqua,2,500,700,2,Common,"''This monster melts away to materialize under its enemies, taking them by surprise.''",https://images.ygoprodeck.com/images/cards/98898173.jpg
153,Dokuroizo the Grim Reaper,Normal Monster,DARK,Zombie,3,900,1200,3,Common,''A messenger of doom that steals a soul with a single blow.'',https://images.ygoprodeck.com/images/cards/25882881.jpg
154,Fire Reaper,Normal Monster,DARK,Zombie,2,700,500,2,Common,A reaper with a flaming arrow that burns an enemy to a crisp.,https://images.ygoprodeck.com/images/cards/53581214.jpg
155,Larvas,Normal Monster,EARTH,Beast,3,800,1000,3,Common,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms.",https://images.ygoprodeck.com/images/cards/94675535.jpg
156,Hard Armor,Normal Monster,EARTH,Warrior,3,300,1200,3,Common,A living suit of armor that attacks enemies with a bone-jarring tackle.,https://images.ygoprodeck.com/images/cards/20060230.jpg
157,Firegrass,Normal Monster,EARTH,Plant,2,700,600,2,Common,A fire-breathing plant found growing near volcanoes.,https://images.ygoprodeck.com/images/cards/53293545.jpg
158,Man Eater,Normal Monster,EARTH,Plant,2,800,600,2,Common,Man-eating plant with poison feelers for attacking enemies.,https://images.ygoprodeck.com/images/cards/93553943.jpg
159,Dig Beak,Normal Monster,EARTH,Beast,2,500,800,2,Common,"This beast coils like a snake, and strikes quickly with its snapping beak.",https://images.ygoprodeck.com/images/cards/29948642.jpg
160,M-Warrior #1,Normal Monster,EARTH,Warrior,3,1000,500,3,Common,"Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape.",https://images.ygoprodeck.com/images/cards/56342351.jpg
161,M-Warrior #2,Normal Monster,EARTH,Warrior,3,500,1000,3,Common,"Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor.",https://images.ygoprodeck.com/images/cards/92731455.jpg
162,Tainted Wisdom,Effect Monster,DARK,Fiend,3,1250,800,3,Common,If this Attack Position card is changed to face-up Defense Position: Shuffle your Deck.,https://images.ygoprodeck.com/images/cards/28725004.jpg
163,Lisark,Normal Monster,EARTH,Beast,4,1300,1300,4,Common,''A creature with sapphire eyes that mesmerizes and confuses enemies.'',https://images.ygoprodeck.com/images/cards/55210709.jpg
164,Lord of Zemia,Normal Monster,DARK,Fiend,4,1300,1000,4,Common,''A wicked entity that manipulates enemies towards a path of destruction.'',https://images.ygoprodeck.com/images/cards/81618817.jpg
165,The Judgement Hand,Normal Monster,EARTH,Warrior,3,1400,700,3,Common,An all-powerful hand that delivers ruthless attacks.,https://images.ygoprodeck.com/images/cards/28003512.jpg
166,Mysterious Puppeteer,Effect Monster,EARTH,Warrior,4,1000,1500,4,Common,"Each time you or your opponent Normal Summons or Flip Summons a monster, increase your Life Points by 500 points.",https://images.ygoprodeck.com/images/cards/54098121.jpg
167,Ancient Jar,Normal Monster,EARTH,Rock,1,400,200,1,Common,''A very fragile jar that contains something ancient and dangerous.'',https://images.ygoprodeck.com/images/cards/81492226.jpg
168,Darkfire Dragon,Fusion Monster,DARK,Dragon,4,1500,1250,4,Common,"""Firegrass"" + ""Petit Dragon""",https://images.ygoprodeck.com/images/cards/17881964.jpg
169,Dark King of the Abyss,Normal Monster,DARK,Fiend,3,1200,800,3,Common,It's said that this King of the Netherworld once had the power to rule over the dark.,https://images.ygoprodeck.com/images/cards/53375573.jpg
170,Spirit of the Harp,Normal Monster,LIGHT,Fairy,4,800,2000,4,Common,A spirit that soothes the soul with the music of its heavenly harp.,https://images.ygoprodeck.com/images/cards/80770678.jpg
171,Big Eye,Flip Effect Monster,DARK,Fiend,4,1200,1000,4,Common,"FLIP: Look at up to 5 cards from the top of your Deck, then place them on the top of the Deck in any order.",https://images.ygoprodeck.com/images/cards/16768387.jpg
172,Armaill,Normal Monster,EARTH,Warrior,3,700,1300,3,Common,A strange warrior who manipulates three deadly blades with both hands and his tail.,https://images.ygoprodeck.com/images/cards/53153481.jpg
173,Dark Prisoner,Normal Monster,DARK,Fiend,3,600,1000,3,Common,This monster bends light to hide its image from the eyes of opponents.,https://images.ygoprodeck.com/images/cards/89558090.jpg
174,Hurricail,Normal Monster,WIND,Spellcaster,2,900,200,2,Common,''A tornado that ravages the wastelands with sharp winds that can cut to the bone.'',https://images.ygoprodeck.com/images/cards/15042735.jpg
175,Ancient Brain,Normal Monster,DARK,Fiend,3,1000,700,3,Common,A fallen fairy that is powerful in the dark.,https://images.ygoprodeck.com/images/cards/42431843.jpg
176,Fire Eye,Normal Monster,FIRE,Pyro,2,800,600,2,Common,''An eye engulfed in flames that flaps its wings to create hot blasts of air.'',https://images.ygoprodeck.com/images/cards/88435542.jpg
177,Monsturtle,Normal Monster,WATER,Aqua,3,800,1000,3,Common,"''Protected by a spiked shell, this turtle has a very nasty disposition.''",https://images.ygoprodeck.com/images/cards/15820147.jpg
178,Claw Reacher,Normal Monster,DARK,Fiend,3,1000,800,3,Common,Stretching arms and razor-sharp claws make this monster a formidable opponent.,https://images.ygoprodeck.com/images/cards/41218256.jpg
179,Phantom Dewan,Normal Monster,DARK,Spellcaster,2,700,600,2,Common,''A sorcerer that can paralyze an enemy with a single curse.'',https://images.ygoprodeck.com/images/cards/77603950.jpg
180,Arlownay,Normal Monster,EARTH,Plant,3,800,1000,3,Common,"''A lady monster dwelling in a flower, she sprinkles the air with poisonous pollen.''",https://images.ygoprodeck.com/images/cards/14708569.jpg
181,Dark Shade,Normal Monster,WIND,Fiend,3,1000,1000,3,Common,''A crystal monster that unleashes a brilliant light to blind enemies.'',https://images.ygoprodeck.com/images/cards/40196604.jpg
182,Masked Clown,Normal Monster,DARK,Warrior,2,500,700,2,Common,''This warrior's fatal dance is performed with a lethal sickle.'',https://images.ygoprodeck.com/images/cards/77581312.jpg
183,Lucky Trinket,Normal Monster,LIGHT,Spellcaster,2,600,800,2,Common,"This creature may look slim and weak, but it's protected by a mystical force.",https://images.ygoprodeck.com/images/cards/3985011.jpg
184,Genin,Normal Monster,LIGHT,Spellcaster,3,600,900,3,Common,''A creature that defeats its enemies using sleight-of-hand.'',https://images.ygoprodeck.com/images/cards/49370026.jpg
185,Eyearmor,Normal Monster,EARTH,Warrior,2,600,500,2,Common,''This warrior transforms into various creatures to confuse enemies in battle.'',https://images.ygoprodeck.com/images/cards/64511793.jpg
186,Fiend Reflection #2,Normal Monster,LIGHT,Winged Beast,4,1100,1400,4,Common,A bird-beast that summons reinforcements with a hand mirror.,https://images.ygoprodeck.com/images/cards/2863439.jpg
187,Gate Deeg,Normal Monster,DARK,Beast,3,700,800,3,Common,''This weird monster has a portal in its belly that brings reinforcements from the farthest reaches of the netherworld.'',https://images.ygoprodeck.com/images/cards/49258578.jpg
188,Synchar,Normal Monster,EARTH,Beast,3,800,900,3,Common,''This two-headed creature spits laser blasts at its enemies.'',https://images.ygoprodeck.com/images/cards/75646173.jpg
189,Fusionist,Fusion Monster,EARTH,Beast,3,900,700,3,Common,"""Petit Angel"" + ""Mystical Sheep #2""",https://images.ygoprodeck.com/images/cards/1641882.jpg
190,Akakieisu,Normal Monster,DARK,Spellcaster,3,1000,800,3,Common,''A sorcerer who utters spells that render monsters unconscious.'',https://images.ygoprodeck.com/images/cards/38035986.jpg
191,LaLa Li-oon,Normal Monster,WIND,Thunder,2,600,600,2,Common,"''An electric cloud creature, its acid rain makes it very dangerous.''",https://images.ygoprodeck.com/images/cards/9430387.jpg
192,Key Mace,Normal Monster,LIGHT,Fairy,1,400,300,1,Common,Enemies' hearts will melt at the sight of this small fairy's cuteness.,https://images.ygoprodeck.com/images/cards/1929294.jpg
193,Turtle Tiger,Normal Monster,WATER,Aqua,4,1000,1500,4,Common,A tiger encased in a protective shell that attacks with razor-sharp fangs.,https://images.ygoprodeck.com/images/cards/37313348.jpg
194,Terra the Terrible,Normal Monster,DARK,Fiend,4,1200,1300,4,Common,"Known as a swamp dweller, this creature is a minion of the dark forces.",https://images.ygoprodeck.com/images/cards/63308047.jpg
195,Doron,Normal Monster,EARTH,Warrior,2,900,500,2,Common,''This monster splits in two and attacks from opposite sides.'',https://images.ygoprodeck.com/images/cards/756652.jpg
196,Arma Knight,Normal Monster,WATER,Aqua,4,1000,1200,4,Common,''An ammonite warrior that has protected the seas throughout history.'',https://images.ygoprodeck.com/images/cards/36151751.jpg
197,Mech Mole Zombie,Normal Monster,DARK,Zombie,2,500,400,2,Common,''This creature attacks by launching missile-like arms.'',https://images.ygoprodeck.com/images/cards/63545455.jpg
198,Happy Lover,Normal Monster,LIGHT,Fairy,2,800,500,2,Common,Enemies become overjoyed when struck by the Heart Ray emitted from the forehead of this tiny cherub.,https://images.ygoprodeck.com/images/cards/99030164.jpg
199,Penguin Knight,Effect Monster,WATER,Aqua,3,900,800,3,Common,"When this card is sent directly from your Deck to the Graveyard by an effect of a card controlled by your opponent, unite your Graveyard cards and your own Deck, shuffle them and form a new Deck.",https://images.ygoprodeck.com/images/cards/36039163.jpg
200,Petit Dragon,Normal Monster,WIND,Dragon,2,600,700,2,Common,A very small dragon known for its vicious attacks.,https://images.ygoprodeck.com/images/cards/75356564.jpg
201,Frenzied Panda,Normal Monster,EARTH,Beast,4,1200,1000,4,Common,A savage beast that carries a big bamboo stick for beating down its enemies.,https://images.ygoprodeck.com/images/cards/98818516.jpg
202,Air Marmot of Nefariousness,Normal Monster,FIRE,Beast,5,1400,1200,5,Common,,
203,Phantom Ghost,Normal Monster,DARK,Zombie,2,600,800,2,Common,''A vengeful spirit made up of many restless souls.'',https://images.ygoprodeck.com/images/cards/61201220.jpg
204,Mabarrel,Normal Monster,DARK,Fiend,5,1700,1400,5,Common,''This cannon-like creature fires eyeballs so fast they can't be seen.'',https://images.ygoprodeck.com/images/cards/98795934.jpg
205,Dorover,Normal Monster,WATER,Aqua,3,900,800,3,Common,''This ugly monster emits a highly poisonous gas.'',https://images.ygoprodeck.com/images/cards/24194033.jpg
206,Twin Long Rods #1,Normal Monster,WATER,Aqua,3,900,700,3,Common,"With whip-like arms, this creature can attack enemies from a distance.",https://images.ygoprodeck.com/images/cards/60589682.jpg
207,Droll Bird,Normal Monster,WIND,Winged Beast,2,600,500,2,Common,This monster stuns its enemies with a massive beak and ear-piercing wails.,https://images.ygoprodeck.com/images/cards/97973387.jpg
208,Petit Angel,Normal Monster,LIGHT,Fairy,3,600,900,3,Common,A quick-moving and tiny fairy that's very difficult to hit.,https://images.ygoprodeck.com/images/cards/38142739.jpg
209,Winged Cleaver,Normal Monster,EARTH,Insect,2,700,700,2,Common,Few can withstand the scythe-like arms of this dangerous creature.,https://images.ygoprodeck.com/images/cards/39175982.jpg
210,Hinotama Soul,Normal Monster,FIRE,Pyro,2,600,500,2,Common,An intensely hot flame creature that rams anything standing in its way.,https://images.ygoprodeck.com/images/cards/96851799.jpg
211,Kaminarikozou,Normal Monster,LIGHT,Spellcaster,6,1300,1300,6,Common,,
212,Meotoko,Normal Monster,EARTH,Beast,2,700,600,2,Common,Dis big ol' guy wit' a big ol' eye shoots a nasty ray beam right atcha!,https://images.ygoprodeck.com/images/cards/53832650.jpg
213,Aqua Madoor,Normal Monster,WATER,Spellcaster,4,1200,2000,4,Common,A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him.,https://images.ygoprodeck.com/images/cards/85639257.jpg
214,Kagemusha of the Blue Flame,Normal Monster,EARTH,Warrior,2,800,400,2,Common,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade.",https://images.ygoprodeck.com/images/cards/15401633.jpg
215,Flame Ghost,Fusion Monster,DARK,Zombie,3,1000,800,3,Common,"""Skull Servant"" + ""Dissolverock""",https://images.ygoprodeck.com/images/cards/58528964.jpg
